Date,High,Low,Average,Precip
4/27/2007,76,57,66.5,0
4/28/2007,87,60,73.5,0
4/29/2007,86,61,73.5,0
4/30/2007,85,64,74.5,0.51
5/1/2007,83,65,74,0
5/2/2007,85,71,78,0.02
5/3/2007,83,65,74,2.28
5/4/2007,85,70,77.5,0
5/5/2007,86,76,81,T
5/6/2007,85,76,80.5,0
5/7/2007,88,71,79.5,0
5/8/2007,87,69,78,0
5/9/2007,85,69,77,0
5/10/2007,86,63,74.5,2.25
5/11/2007,82,64,73,0.01
5/12/2007,90,65,77.5,0
5/13/2007,93,69,81,T
5/14/2007,92,69,80.5,0.12
5/15/2007,91,71,81,0.78
5/16/2007,85,67,76,0
5/17/2007,82,62,72,0
5/18/2007,82,61,71.5,0
5/19/2007,83,58,70.5,0
5/20/2007,83,61,72,0
5/21/2007,83,63,73,0.11
5/22/2007,80,66,73,1.29
5/23/2007,86,70,78,0
5/24/2007,87,72,79.5,0
5/25/2007,85,71,78,T
5/26/2007,78,70,74,1.36
5/27/2007,84,69,76.5,0.16
5/28/2007,78,69,73.5,1.47
5/29/2007,88,69,78.5,0.03
5/30/2007,89,70,79.5,T
5/31/2007,89,66,77.5,0
6/1/2007,88,70,79,0
6/2/2007,89,71,80,T
6/3/2007,92,74,83,0.02
6/4/2007,92,72,82,0.06
6/5/2007,90,70,80,0
6/6/2007,92,69,80.5,0
6/7/2007,93,79,86,0
6/8/2007,92,79,85.5,T
6/9/2007,93,77,85,0
6/10/2007,95,74,84.5,T
6/11/2007,94,72,83,0
6/12/2007,96,73,84.5,T
6/13/2007,94,75,84.5,T
6/14/2007,91,72,81.5,0.61
6/15/2007,92,72,82,0.34
6/16/2007,87,73,80,0.29
6/17/2007,82,73,77.5,0.65
6/18/2007,94,75,84.5,0
6/19/2007,94,78,86,0
6/20/2007,89,77,83,0.05
6/21/2007,89,76,82.5,0.06
6/22/2007,87,75,81,0.25
6/23/2007,88,72,80,0.18
6/24/2007,90,73,81.5,0.02
6/25/2007,87,74,80.5,0.06
6/26/2007,91,75,83,0.05
6/27/2007,92,78,85,0
6/28/2007,91,75,83,0.06
6/29/2007,92,73,82.5,0.13
6/30/2007,90,75,82.5,0.24
7/1/2007,84,74,79,0.4
7/2/2007,84,73,78.5,1.26
7/3/2007,87,75,81,0
7/4/2007,82,74,78,0.27
7/5/2007,86,72,79,1.18
7/6/2007,84,74,79,0.73
7/7/2007,92,75,83.5,0.01
7/8/2007,93,75,84,0.04
7/9/2007,94,78,86,T
7/10/2007,96,80,88,0
7/11/2007,96,76,86,0
7/12/2007,96,77,86.5,0.29
7/13/2007,94,75,84.5,0
7/14/2007,88,73,80.5,1.06
7/15/2007,87,74,80.5,0.42
7/16/2007,89,73,81,0.05
7/17/2007,90,73,81.5,0.2
7/18/2007,89,74,81.5,T
7/19/2007,87,73,80,1.08
7/20/2007,84,73,78.5,1.12
7/21/2007,92,77,84.5,0
7/22/2007,94,74,84,0.68
7/23/2007,91,72,81.5,0
7/24/2007,90,69,79.5,0
7/25/2007,89,72,80.5,0.01
7/26/2007,85,75,80,0.33
7/27/2007,84,76,80,0.64
7/28/2007,92,76,84,T
7/29/2007,91,76,83.5,0.17
7/30/2007,95,77,86,T
7/31/2007,96,78,87,0
8/1/2007,95,76,85.5,T
8/2/2007,93,75,84,0.09
8/3/2007,94,75,84.5,0.09
8/4/2007,93,77,85,0.71
8/5/2007,95,76,85.5,T
8/6/2007,97,76,86.5,0
8/7/2007,96,77,86.5,0
8/8/2007,97,76,86.5,0
8/9/2007,97,75,86,0
8/10/2007,96,80,88,0
8/11/2007,99,80,89.5,0
8/12/2007,102,81,91.5,0
8/13/2007,100,78,89,0
8/14/2007,102,77,89.5,0
8/15/2007,94,80,87,T
8/16/2007,81,75,78,2.59
8/17/2007,95,74,84.5,2.14
8/18/2007,91,77,84,0.78
8/19/2007,94,76,85,0
8/20/2007,92,76,84,0
8/21/2007,94,76,85,0
8/22/2007,95,78,86.5,T
8/23/2007,94,78,86,0
8/24/2007,94,77,85.5,0
8/25/2007,92,76,84,T
8/26/2007,96,76,86,0
8/27/2007,93,74,83.5,0.14
8/28/2007,92,73,82.5,0.08
8/29/2007,90,75,82.5,0.2
8/30/2007,93,75,84,0.03
8/31/2007,91,73,82,1.2
9/1/2007,92,73,82.5,0.39
9/2/2007,85,74,79.5,0.11
9/3/2007,91,73,82,0.78
9/4/2007,90,72,81,0.33
9/5/2007,92,78,85,T
9/6/2007,92,76,84,T
9/7/2007,95,75,85,0.42
9/8/2007,93,76,84.5,0
9/9/2007,92,76,84,0
9/10/2007,95,75,85,T
9/11/2007,94,74,84,T
9/12/2007,86,73,79.5,0.24
9/13/2007,88,74,81,0
9/14/2007,94,73,83.5,0
9/15/2007,92,73,82.5,0
9/16/2007,90,68,79,0
9/17/2007,91,66,78.5,0
9/18/2007,93,70,81.5,0
9/19/2007,93,74,83.5,0
9/20/2007,91,69,80,0
9/21/2007,91,65,78,0
9/22/2007,93,67,80,0
9/23/2007,90,70,80,0
9/24/2007,92,70,81,0
9/25/2007,90,73,81.5,0.02
9/26/2007,92,73,82.5,T
9/27/2007,94,73,83.5,T
9/28/2007,93,72,82.5,0
9/29/2007,92,67,79.5,T
9/30/2007,90,74,82,0.76
10/1/2007,92,75,83.5,0
10/2/2007,90,70,80,0
10/3/2007,91,66,78.5,0
10/4/2007,92,67,79.5,0
10/5/2007,87,73,80,0.11
10/6/2007,88,75,81.5,0.42
10/7/2007,90,74,82,0.95
10/8/2007,90,75,82.5,0
10/9/2007,93,73,83,T
10/10/2007,87,65,76,0
10/11/2007,88,62,75,0
10/12/2007,85,63,74,0
10/13/2007,86,60,73,0
10/14/2007,85,62,73.5,0.02
10/15/2007,88,65,76.5,4.87
10/16/2007,84,65,74.5,0.08
10/17/2007,91,73,82,0.02
10/18/2007,91,74,82.5,0
10/19/2007,86,59,72.5,0
10/20/2007,87,56,71.5,0
10/21/2007,87,62,74.5,0
10/22/2007,77,55,66,0.38
10/23/2007,70,49,59.5,0
10/24/2007,79,49,64,0
10/25/2007,71,48,59.5,0
10/26/2007,74,42,58,0
10/27/2007,76,47,61.5,0
10/28/2007,76,52,64,0
10/29/2007,75,52,63.5,0
10/30/2007,78,51,64.5,0
10/31/2007,82,52,67,0
11/1/2007,83,58,70.5,0
11/2/2007,83,59,71,0
11/3/2007,82,60,71,0
11/4/2007,82,56,69,0
11/5/2007,84,61,72.5,0
11/6/2007,76,60,68,0
11/7/2007,66,51,58.5,0
11/8/2007,75,50,62.5,0
11/9/2007,86,63,74.5,T
11/10/2007,83,61,72,0
11/11/2007,83,60,71.5,T
11/12/2007,84,63,73.5,0
11/13/2007,85,63,74,T
11/14/2007,86,67,76.5,0
11/15/2007,69,47,58,0
11/16/2007,73,39,56,0
11/17/2007,75,53,64,0.36
11/18/2007,73,62,67.5,2.81
11/19/2007,79,61,70,0
11/20/2007,79,66,72.5,0.35
11/21/2007,84,52,68,0.01
11/22/2007,57,42,49.5,0.01
11/23/2007,52,45,48.5,T
11/24/2007,48,43,45.5,1.27
11/25/2007,48,42,45,0.68
11/26/2007,60,39,49.5,0
11/27/2007,61,39,50,0
11/28/2007,72,43,57.5,0
11/29/2007,74,49,61.5,0
11/30/2007,75,51,63,0
12/1/2007,74,58,66,T
12/2/2007,79,62,70.5,0.08
12/3/2007,62,39,50.5,0
12/4/2007,64,33,48.5,0
12/5/2007,75,41,58,0
12/6/2007,70,47,58.5,0
12/7/2007,82,54,68,0
12/8/2007,83,72,77.5,T
12/9/2007,82,69,75.5,T
12/10/2007,75,56,65.5,0.11
12/11/2007,83,72,77.5,T
12/12/2007,72,47,59.5,0.36
12/13/2007,60,45,52.5,0.14
12/14/2007,67,55,61,T
12/15/2007,71,40,55.5,0.76
12/16/2007,53,34,43.5,0
12/17/2007,58,31,44.5,0
12/18/2007,75,51,63,T
12/19/2007,76,52,64,0.14
12/20/2007,79,49,64,0.05
12/21/2007,75,42,58.5,0
12/22/2007,75,41,58,0.13
12/23/2007,54,31,42.5,0
12/24/2007,61,33,47,0
12/25/2007,62,33,47.5,0
12/26/2007,66,41,53.5,0.14
12/27/2007,56,33,44.5,T
12/28/2007,63,46,54.5,0.15
12/29/2007,55,41,48,0
12/30/2007,70,37,53.5,0
12/31/2007,73,37,55,0
1/1/2008,57,39,48,0
1/2/2008,50,31,40.5,0
1/3/2008,48,27,37.5,0
1/4/2008,64,33,48.5,0
1/5/2008,75,55,65,0.03
1/6/2008,79,65,72,0
1/7/2008,79,69,74,T
1/8/2008,77,54,65.5,T
1/9/2008,68,43,55.5,T
1/10/2008,72,46,59,0.01
1/11/2008,66,38,52,0
1/12/2008,73,39,56,0
1/13/2008,65,44,54.5,0
1/14/2008,65,36,50.5,0
1/15/2008,60,45,52.5,0.45
1/16/2008,54,46,50,0.84
1/17/2008,54,44,49,0
1/18/2008,45,40,42.5,0.76
1/19/2008,53,36,44.5,0.97
1/20/2008,51,29,40,0
1/21/2008,59,42,50.5,0.02
1/22/2008,71,49,60,0.1
1/23/2008,49,43,46,0.53
1/24/2008,48,40,44,0.37
1/25/2008,45,39,42,0.09
1/26/2008,64,40,52,0
1/27/2008,62,40,51,0
1/28/2008,71,40,55.5,0
1/29/2008,79,45,62,T
1/30/2008,55,34,44.5,0
1/31/2008,65,43,54,0.45
2/1/2008,60,34,47,0
2/2/2008,75,41,58,0
2/3/2008,80,65,72.5,0.06
2/4/2008,78,70,74,0
2/5/2008,78,59,68.5,0.01
2/6/2008,61,38,49.5,0
2/7/2008,71,37,54,0
2/8/2008,76,40,58,0
2/9/2008,77,55,66,T
2/10/2008,77,53,65,0
2/11/2008,76,52,64,0.07
2/12/2008,73,47,60,0.66
2/13/2008,62,38,50,0
2/14/2008,72,41,56.5,0
2/15/2008,73,60,66.5,0.35
2/16/2008,72,52,62,0.94
2/17/2008,72,50,61,0
2/18/2008,65,44,54.5,0
2/19/2008,69,39,54,0
2/20/2008,75,53,64,1.88
2/21/2008,76,58,67,0.03
2/22/2008,59,46,52.5,T
2/23/2008,69,41,55,0
2/24/2008,82,54,68,0
2/25/2008,81,48,64.5,T
2/26/2008,70,44,57,T
2/27/2008,63,36,49.5,0
2/28/2008,72,40,56,0
2/29/2008,78,57,67.5,0
3/1/2008,80,56,68,0
3/2/2008,76,56,66,T
3/3/2008,72,42,57,0.27
3/4/2008,64,37,50.5,0
3/5/2008,73,38,55.5,0
3/6/2008,71,44,57.5,0.9
3/7/2008,53,38,45.5,T
3/8/2008,62,36,49,0
3/9/2008,72,41,56.5,0
3/10/2008,69,53,61,0.88
3/11/2008,69,48,58.5,0
3/12/2008,75,44,59.5,0
3/13/2008,74,49,61.5,0
3/14/2008,88,67,77.5,T
3/15/2008,89,60,74.5,0
3/16/2008,77,53,65,0
3/17/2008,81,69,75,T
3/18/2008,78,58,68,0.13
3/19/2008,70,52,61,T
3/20/2008,74,41,57.5,0
3/21/2008,77,44,60.5,0
3/22/2008,80,52,66,0
3/23/2008,73,53,63,0
3/24/2008,69,44,56.5,0
3/25/2008,74,45,59.5,0
3/26/2008,77,65,71,0
3/27/2008,82,65,73.5,0
3/28/2008,79,65,72,0
3/29/2008,83,64,73.5,0.02
3/30/2008,82,69,75.5,0.19
3/31/2008,82,68,75,0.02
4/1/2008,84,70,77,0.04
4/2/2008,80,68,74,T
4/3/2008,83,70,76.5,0
4/4/2008,85,56,70.5,0.21
4/5/2008,75,53,64,0
4/6/2008,81,51,66,0
4/7/2008,82,57,69.5,0
4/8/2008,84,65,74.5,0
4/9/2008,79,67,73,T
4/10/2008,79,64,71.5,0.05
4/11/2008,83,61,72,0.01
4/12/2008,76,52,64,0
4/13/2008,75,46,60.5,0
4/14/2008,70,43,56.5,0
4/15/2008,72,43,57.5,0
4/16/2008,77,48,62.5,0
4/17/2008,80,65,72.5,0
4/18/2008,74,50,62,0.79
4/19/2008,83,48,65.5,0
4/20/2008,81,51,66,0
4/21/2008,87,69,78,0
4/22/2008,85,67,76,0.21
4/23/2008,87,67,77,0
4/24/2008,85,72,78.5,0
4/25/2008,82,72,77,0
4/26/2008,83,66,74.5,0.15
4/27/2008,79,57,68,0
4/28/2008,76,52,64,0
4/29/2008,82,46,64,0
4/30/2008,83,55,69,0
5/1/2008,84,71,77.5,0.01
5/2/2008,88,74,81,0
5/3/2008,82,59,70.5,0
5/4/2008,84,54,69,0
5/5/2008,72,62,67,3.47
5/6/2008,80,62,71,0
5/7/2008,84,71,77.5,0
5/8/2008,89,70,79.5,0
5/9/2008,92,70,81,0
5/10/2008,91,73,82,0
5/11/2008,82,61,71.5,0.03
5/12/2008,80,58,69,0
5/13/2008,83,74,78.5,T
5/14/2008,84,72,78,0.21
5/15/2008,84,67,75.5,0.46
5/16/2008,79,62,70.5,0
5/17/2008,74,58,66,T
5/18/2008,88,57,72.5,0
5/19/2008,94,67,80.5,0
5/20/2008,95,73,84,0
5/21/2008,92,73,82.5,0
5/22/2008,91,77,84,T
5/23/2008,91,78,84.5,0
5/24/2008,91,77,84,0
5/25/2008,93,77,85,T
5/26/2008,93,77,85,0
5/27/2008,94,72,83,T
5/28/2008,93,70,81.5,0.08
5/29/2008,88,70,79,0.31
5/30/2008,91,68,79.5,T
5/31/2008,93,69,81,0
6/1/2008,92,72,82,0
6/2/2008,97,74,85.5,0
6/3/2008,95,77,86,0
6/4/2008,93,78,85.5,T
6/5/2008,92,79,85.5,T
6/6/2008,93,79,86,0.08
6/7/2008,93,78,85.5,T
6/8/2008,96,78,87,T
6/9/2008,95,78,86.5,0
6/10/2008,92,72,82,0.43
6/11/2008,95,72,83.5,0
6/12/2008,95,73,84,0
6/13/2008,95,75,85,T
6/14/2008,95,73,84,0.34
6/15/2008,99,74,86.5,0
6/16/2008,98,74,86,0
6/17/2008,98,73,85.5,0.16
6/18/2008,98,71,84.5,0
6/19/2008,94,73,83.5,0.52
6/20/2008,99,71,85,0.23
6/21/2008,99,72,85.5,T
6/22/2008,97,74,85.5,0
6/23/2008,97,71,84,0
6/24/2008,89,72,80.5,T
6/25/2008,96,74,85,0.02
6/26/2008,92,71,81.5,0.12
6/27/2008,95,74,84.5,0
6/28/2008,94,73,83.5,0
6/29/2008,96,72,84,0.16
6/30/2008,93,73,83,0
7/1/2008,92,71,81.5,0
7/2/2008,92,72,82,0.11
7/3/2008,94,69,81.5,0
7/4/2008,93,72,82.5,0.08
7/5/2008,91,71,81,0
7/6/2008,95,73,84,0
7/7/2008,95,73,84,0
7/8/2008,96,75,85.5,T
7/9/2008,96,73,84.5,T
7/10/2008,94,73,83.5,T
7/11/2008,98,75,86.5,0
7/12/2008,98,76,87,0
7/13/2008,95,74,84.5,0
7/14/2008,100,78,89,T
7/15/2008,97,76,86.5,0
7/16/2008,99,75,87,0
7/17/2008,98,72,85,0
7/18/2008,95,71,83,T
7/19/2008,96,73,84.5,0
7/20/2008,98,74,86,0
7/21/2008,99,76,87.5,0
7/22/2008,97,75,86,T
7/23/2008,91,75,83,0.18
7/24/2008,85,75,80,0.72
7/25/2008,95,74,84.5,0
7/26/2008,97,78,87.5,0
7/27/2008,98,74,86,0
7/28/2008,98,76,87,0
7/29/2008,97,74,85.5,0
7/30/2008,97,78,87.5,0
7/31/2008,99,78,88.5,0
8/1/2008,98,76,87,0
8/2/2008,101,77,89,0
8/3/2008,100,74,87,0.15
8/4/2008,99,72,85.5,0
8/5/2008,81,74,77.5,2.81
8/6/2008,91,76,83.5,T
8/7/2008,96,75,85.5,0
8/8/2008,96,78,87,0
8/9/2008,95,75,85,0
8/10/2008,96,79,87.5,0
8/11/2008,96,80,88,T
8/12/2008,89,81,85,0.01
8/13/2008,94,78,86,0
8/14/2008,97,76,86.5,0
8/15/2008,91,75,83,0.47
8/16/2008,87,73,80,0.61
8/17/2008,90,73,81.5,0.01
8/18/2008,86,74,80,0.97
8/19/2008,81,72,76.5,0.32
8/20/2008,85,73,79,0.33
8/21/2008,88,74,81,1.03
8/22/2008,91,76,83.5,0
8/23/2008,95,75,85,0
8/24/2008,91,73,82,0
8/25/2008,94,77,85.5,0
8/26/2008,95,75,85,0.74
8/27/2008,94,75,84.5,0
8/28/2008,93,75,84,0
8/29/2008,93,75,84,0
8/30/2008,94,74,84,0
8/31/2008,94,75,84.5,0
9/1/2008,91,76,83.5,0.08
9/2/2008,96,78,87,0
9/3/2008,91,77,84,0
9/4/2008,91,71,81,0
9/5/2008,91,68,79.5,0
9/6/2008,91,65,78,0
9/7/2008,89,68,78.5,0
9/8/2008,92,71,81.5,0
9/9/2008,93,73,83,0
9/10/2008,93,74,83.5,0
9/11/2008,95,75,85,0
9/12/2008,90,77,83.5,0.15
9/13/2008,82,75,78.5,7.73
9/14/2008,86,72,79,4.11
9/15/2008,81,64,72.5,0
9/16/2008,79,62,70.5,0
9/17/2008,79,60,69.5,0
9/18/2008,81,66,73.5,T
9/19/2008,85,64,74.5,0
9/20/2008,88,68,78,0
9/21/2008,87,69,78,0
9/22/2008,88,69,78.5,0
9/23/2008,88,69,78.5,0
9/24/2008,89,71,80,T
9/25/2008,86,65,75.5,0
9/26/2008,88,63,75.5,0
9/27/2008,87,60,73.5,0
9/28/2008,88,60,74,0
9/29/2008,88,60,74,0
9/30/2008,90,61,75.5,0
10/1/2008,85,60,72.5,0
10/2/2008,88,55,71.5,0
10/3/2008,89,59,74,0
10/4/2008,87,64,75.5,0
10/5/2008,85,62,73.5,0
10/6/2008,90,71,80.5,0
10/7/2008,86,62,74,1.1
10/8/2008,83,56,69.5,0
10/9/2008,82,54,68,0
10/10/2008,84,60,72,0
10/11/2008,84,65,74.5,0
10/12/2008,85,66,75.5,0
10/13/2008,87,69,78,0
10/14/2008,87,73,80,0.05
10/15/2008,85,73,79,3.59
10/16/2008,77,65,71,0.23
10/17/2008,72,63,67.5,0
10/18/2008,80,56,68,0
10/19/2008,78,55,66.5,0
10/20/2008,81,55,68,0
10/21/2008,82,59,70.5,0
10/22/2008,84,60,72,3.7
10/23/2008,70,51,60.5,T
10/24/2008,78,46,62,0
10/25/2008,81,50,65.5,0
10/26/2008,84,52,68,0
10/27/2008,67,46,56.5,0
10/28/2008,67,40,53.5,0
10/29/2008,73,42,57.5,0
10/30/2008,78,48,63,0
10/31/2008,80,56,68,0
11/1/2008,81,56,68.5,0
11/2/2008,79,56,67.5,0
11/3/2008,78,53,65.5,0
11/4/2008,77,53,65,0
11/5/2008,84,60,72,0
11/6/2008,79,66,72.5,T
11/7/2008,75,48,61.5,0
11/8/2008,77,43,60,0
11/9/2008,76,46,61,0
11/10/2008,73,60,66.5,0.8
11/11/2008,83,63,73,0.3
11/12/2008,73,63,68,1.73
11/13/2008,67,60,63.5,0
11/14/2008,77,60,68.5,0
11/15/2008,63,44,53.5,0
11/16/2008,61,36,48.5,0
11/17/2008,73,40,56.5,0
11/18/2008,70,45,57.5,0
11/19/2008,75,43,59,0
11/20/2008,78,49,63.5,0
11/21/2008,57,43,50,0
11/22/2008,66,41,53.5,0
11/23/2008,79,54,66.5,0
11/24/2008,79,52,65.5,T
11/25/2008,67,40,53.5,0
11/26/2008,75,41,58,0
11/27/2008,80,58,69,0
11/28/2008,82,62,72,0.06
11/29/2008,65,52,58.5,0.03
11/30/2008,64,46,55,0
12/1/2008,59,36,47.5,0
12/2/2008,69,34,51.5,0
12/3/2008,79,54,66.5,0.17
12/4/2008,57,43,50,0
12/5/2008,54,36,45,0
12/6/2008,64,36,50,0
12/7/2008,65,38,51.5,0
12/8/2008,72,45,58.5,T
12/9/2008,78,43,60.5,0.3
12/10/2008,43,32,37.5,0.31
12/11/2008,56,33,44.5,T
12/12/2008,64,32,48,0
12/13/2008,72,38,55,0.01
12/14/2008,75,62,68.5,T
12/15/2008,64,39,51.5,0.04
12/16/2008,44,37,40.5,0.01
12/17/2008,64,44,54,0.03
12/18/2008,75,59,67,0.03
12/19/2008,80,69,74.5,T
12/20/2008,77,64,70.5,0
12/21/2008,64,42,53,0
12/22/2008,42,31,36.5,T
12/23/2008,74,40,57,0.18
12/24/2008,72,59,65.5,0.11
12/25/2008,74,60,67,0
12/26/2008,77,70,73.5,0.02
12/27/2008,78,56,67,0.08
12/28/2008,57,43,50,0.39
12/29/2008,66,41,53.5,0
12/30/2008,70,37,53.5,0
12/31/2008,66,45,55.5,0
1/1/2009,65,39,52,0
1/2/2009,77,64,70.5,0
1/3/2009,83,68,75.5,T
1/4/2009,77,47,62,0
1/5/2009,47,41,44,T
1/6/2009,57,43,50,0.39
1/7/2009,67,35,51,0
1/8/2009,77,43,60,0
1/9/2009,78,53,65.5,0
1/10/2009,72,43,57.5,T
1/11/2009,59,37,48,0
1/12/2009,62,32,47,0
1/13/2009,54,30,42,0
1/14/2009,63,29,46,0
1/15/2009,66,35,50.5,0
1/16/2009,50,32,41,0
